,countyID,newInf100k,newInf100k_RKI
0,3159,6.304887448488492,4.5518271033993045
1,9576,4.049065047147195,10.388365031165094
2,7334,4.265414012238518,5.498692096808402
3,6631,8.48581760034888,1.817091563243872
4,10046,8.913063042793501,7.8747243846465365
5,1058,3.1944167055011867,5.917641228206437
6,3459,6.965222758106451,8.657307465670984
7,5316,6.065314061668513,4.281686005615126
8,15089,1.5002923307659066,3.5588093240804293
9,4011,3.259403297791427,5.56089720591823
10,5966,4.075825908407583,21.999780002199977
11,9174,10.14460735087367,39.499230099752296
12,8121,4.923837574551062,16.31760588086516
13,12072,2.510501183102725,0.6114225969563383
14,7135,26.18807199756375,6.411181099838117
15,9478,12.981771810066762,13.502362913509863
16,5770,11.011020603737421,0.9583133684714902
17,15003,3.1117031430959217,2.9695871849586166
18,12069,2.7201175857000615,4.267222986107819
19,8315,11.188180754868016,9.32607453865075
20,5114,8.510109085740684,4.885762001208116
21,5958,11.825433534777565,9.099112078313025
22,8211,9.518094534711963,7.385524372230428
23,9661,4.786478415910475,10.146986345055518
24,9672,2.395592884992144,2.9096269858204176
25,9361,2.3386923389312253,0.0
26,7231,3.4123833029294985,5.365382551775942
27,5124,7.578432548865006,5.9992115321986255
28,5154,11.157870315173506,9.344680138043481
29,8237,6.197035265372139,21.508521676288147
30,8222,3.6794427366080185,3.270325070311989
31,6435,3.6287855984619712,4.6121430444028
32,8235,21.92727811069845,12.87340932935974
33,6438,4.6574561618162305,5.469876812616414
34,9763,3.4041854003913534,0.0
35,15084,1.880150585883388,0.5432391175623774
36,15090,2.9654179174402664,2.602765872533879
37,6634,13.862791858465974,8.319006156064557
38,3252,4.456403719964122,2.6975809442882093
39,5117,3.898911849147556,0.5907442195678115
40,15087,2.9793222448517764,1.4143471373613938
41,8311,21.710918623809036,18.551810347493078
42,9773,4.275971451229183,3.1720856463124503
43,5374,3.6584117139388264,6.948202975293653
44,3154,5.979234972677598,12.021857923497269
45,9262,7.946050706007989,13.843293912905905
46,9471,10.359964278354058,21.29559662018273
47,15086,0.947727743666365,3.2717873774442974
48,3354,7.7342004468560495,0.0
49,9463,10.742419468211457,0.0
50,9461,13.548158350492976,20.455196301700507
51,6533,17.812729028280266,11.05152336524703
52,16065,1.9478666839579821,0.0
53,3257,5.420406386438421,2.560721099061496
54,9775,6.142951928553392,9.394688478001749
55,8126,62.871093927265136,26.320327461177516
56,6532,4.2007844624299375,2.369977129720698
57,5970,3.0227920227920224,4.273504273504273
58,9673,5.884123778583344,7.5260589792155335
59,6534,4.221153885361746,3.66985944438328
60,6414,5.518467297569312,6.5165919672143024
61,5566,15.524816520589841,6.540753404574918
62,8111,19.26097175416601,10.260718442679458
63,15083,4.528658638520115,1.1529171686660171
64,7316,13.551199079227912,7.54731221343799
65,7332,10.929404022601604,11.346187302859995
66,16061,6.7031828275351595,2.9607698001480385
67,9674,3.6497558553339418,5.911493124933496
68,3461,1.9150819708871685,7.844104035231233
69,7335,4.6338814473258,3.8107577691824015
70,5378,3.2409126760961913,8.488694120518234
71,16068,3.0226628895184136,8.498583569405099
72,7141,6.134706134706135,6.47547817359138
73,9271,14.330680297780368,11.149610621290611
74,16064,1.4495644657224551,1.8998223666087222
75,5112,4.4359985424372645,6.9213872902972335
76,8326,9.369991604975963,7.631840036632831
77,16069,0.5486330667658545,4.649432769202157
78,5915,15.139049147979062,4.4593833787633015
79,6412,3.0498656999978166,6.551219618719018
80,3352,0.9828220673084204,2.5239395667910127
81,4012,1.5452751589563691,0.0
82,7311,5.843309968364246,2.0676963794636394
83,9577,8.068179383342974,17.141265453922138
84,12054,11.701690065277655,3.57685773048377
85,9162,17.837726776619387,17.719481984388928
86,3454,5.97236828926282,3.1300080128205123
87,3103,4.358095852311661,4.836954331089524
88,10042,0.8019462099868265,7.692529592199775
89,12053,4.668456930386284,0.0
90,6434,5.842511791695047,2.141997283947444
91,6440,3.902547270734042,2.6496119974431243
92,12073,1.043680896425207,2.4790520105111806
93,5913,6.3627104938576995,3.5825112038773006
94,12060,4.282710767652514,2.254651628140307
95,6633,3.8560215085682303,5.512842803407785
96,8118,11.203690874298317,15.540917550751395
97,9177,15.5068898741654,27.664171906659586
98,6635,3.5725163713894106,2.538199908624803
99,9780,4.958342066652693,0.0
100,8325,1.4530909090909092,16.727272727272727
101,3453,1.2778175725715395,3.0351961343742033
102,7313,3.1876901371191746,15.431418367796836
103,3460,11.207259222723515,2.176025996257235
104,7314,3.0057431488969018,4.856785536492672
105,9261,14.928262848391151,36.12142578491858
106,3255,10.429952971713252,4.186494369165073
107,6413,1.663245348893594,1.616370601451501
108,8436,9.521439619615032,7.876947754353805
109,9273,9.269112764258397,10.927583743117724
110,7331,12.486446564105785,5.499945000549994
111,5113,10.665712363376722,4.290932059098149
112,9764,14.728881211923158,4.668425106790224
113,5766,6.816535994297932,7.127583749109053
114,8119,6.4609875648458965,15.973069880988708
115,3452,2.2177707070333352,1.5856320593660642
116,6531,3.0220376754728484,1.5237804994190587
117,7315,5.557276943831365,7.15038206874854
118,9375,8.135593220338983,6.3361317915412645
119,8216,8.75836359320186,14.50715246577631
120,16051,2.6275711742925405,2.855538316564978
121,3458,3.5246640955461563,7.775566061209257
122,16056,0.08251408633330977,2.3575453238088504
123,9263,25.411272059137715,19.22830406358159
124,2000,16.420929077188866,9.510979026612839
125,15085,1.4708672515201069,2.7104433381820154
126,8426,4.507290523093098,10.823682216690118
127,12052,2.072486883946753,1.0031398276605776
128,16071,5.586469735896841,2.435252718350847
129,16053,28.877810950724484,3.6520675267285694
130,9373,5.4408099091153135,10.737431453004564
131,1003,3.1477019971977267,0.4624213305711366
132,16077,1.5940396777267607,0.0
133,16063,2.66762166248856,0.0
134,6632,3.805523001502072,2.4759420959675156
135,1055,1.3654083197210058,0.5010672732921122
136,1057,2.0217608180571145,5.45579249282953
137,1060,2.1181070866494958,2.6167930826943997
138,12067,6.110297866741228,4.934291682428987
139,12061,4.799790917047555,2.431197121462608
140,9676,10.660511031873316,7.78537284150538
141,3359,3.2641186879542516,6.998110510162256
142,7338,1.5962150106238369,1.319731302706769
143,7134,4.060038454381939,6.202319667555666
144,6437,9.016494845360825,13.402061855670102
145,9179,14.02700942941058,25.763416884875
146,14627,2.1015804668004106,4.485328896935297
147,14628,3.4844712463421343,4.041841139475854
148,14729,2.0804309464103277,2.708894461471781
149,14730,1.9716100301105741,0.0
150,9188,10.82314905591187,16.46447788895458
151,9184,17.158378014311637,13.235177336670558
152,9776,12.177199766253464,16.1633241741163
153,8435,7.144169914373636,3.770010508904294
